,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,,,,,,,,
2,Upazila,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwives or SBA
3,Austagram,0,0,4,1,3,18,0
4,Bajitpur,1,0,5,1,7,38,9
5,Bhairab,1,1,6,2,3,32,1
6,Hossainpur,1,0,4,2,6,33,0
7,Itna,1,0,7,2,3,22,3
8,Karimganj,1,2,14,7,65,15,3
9,Katiadi,1,2,5,3,9,56,9
10,Kishoreganj Sadar,1,2,9,3,13,66,67
11,Kuliar-char,1,1,5,2,8,30,0
12,Mithamain,0,0,2,2,2,19,5
13,Nikli,1,1,3,2,3,25,5
14,Pakundia,1,2,4,3,11,51,14
15,Tarail,1,1,5,3,5,31,0
16,Total,11,12,73,29,138,436,116
