,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Kishoreganj,,,,,
2,,,,,,
3,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of Total Employees
4,Austagram,33,22,220,83,358
5,Bajitpur,41,55,904,103,1103
6,Bhairab,21,33,207,58,319
7,Hossainpur,35,21,269,101,426
8,Itna,22,31,424,206,683
9,Karimganj,32,26,808,38,904
10,Katiadi,40,24,879,102,1045
11,Kishoreganj Sadar,35,21,337,86,479
12,Kuliar-char,53,25,452,525,1055
13,Mithamain,32,8,417,75,477
14,Nikli,39,20,499,126,684
15,Pakundia,38,20,811,139,1008
16,Tarail,27,20,257,93,397
17,Total,448,326,6484,1735,8938
