,0,1,2,3,4,5
0,Cropped area (permanent + temporary) sprayed with plant protection measures 2008,,,,,
1,Kishoreganj,,,,,
2,,,,,,
3,Upazila,Total farm holding - Number,Total farm holding - Cropped area,Spraying Farm holding - Number,Spraying Farm holding - Cropped area,Reporting area sprayed
4,Austagram,19915,45906,15722,35806,11016
5,Bajitpur,25552,34546,0,20000,6000
6,Bhairab,20145,20000,12380,15130,15130
7,Hossainpur,22467,20875,25000,18547,15450
8,Itna,17159,46778,17000,45120,15120
9,Karimganj,31826,43198,12350,16270,8590
10,Katiadi,35481,36105,20000,19760,8500
11,Kishoreganj Sadar,32215,29881,1000,612,612
12,Kuliar-char,20369,17727,16722,17995,12360
13,Mithamain,14611,41492,1500,375,375
14,Nikli,15719,33377,0,0,0
15,Pakundia,35296,29177,25725,47460,47460
16,Tarail,17978,28844,17978,28220,0
17,Total,308733,427906,165377,265295,140613
