,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,,,,,
2,Upazila,Number of pumps fielded - Electric,Number of pumps fielded - Diesel,Number of pumps fielded - Total,Area irrigated (in acres)
3,Austagram,0,636,636,244283
4,Bajitpur,73,1763,1836,32818
5,Bhairab,526,726,1252,14548
6,Hossainpur,484,813,1297,10621
7,Itna,28,400,428,26820
8,Karimganj,35,252,287,11357
9,Katiadi,465,3640,4105,12000
10,Kishoreganj Sadar,269,627,896,9979
11,Kuliar-char,385,3125,3510,10580
12,Mithamain,5,415,420,31673
13,Nikli,261,1687,1948,16547
14,Pakundia,345,2712,3057,22568
15,Tarail,142,740,882,26842
16,Total,3018,17536,20554,470636
