,0,1,2,3,4,5,6
0,"Number of Government office, post office, bank, NGO s and dak-banglow, rest house 2011",,,,,,
1,,,,,,,
2,Upazila,All Government offices,Post office,All nationalized bank branches,All private bank branches,All NGOs,Dak- banglow/ rest house
3,Dighinala,28,3,2,0,18,1
4,Khagrachhari Sadar,24,1,2,1,27,3
5,Laxshmichhari,24,1,2,0,8,1
6,Mahalchhari,23,2,2,0,8,1
7,Manikchhari,22,1,2,1,15,1
8,Matiranga,27,8,1,1,6,3
9,Panchhari,24,1,2,0,1,0
10,Ramgarh,27,1,3,0,5,1
11,Total,199,18,16,3,88,11
