,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,,,,,
2, Upazila,Name of Land/River/Sea port,Name of Important or historical/ Tourist places/objects,Name of important /famous crop or food production,Distance between District Head Quarter & Upazila by road (km)
3, Dighinala, Maini,"Taiduchara Jarna, Tushar Babur Bagan, Rainghapara Jarna","Paddy, Banana, Jackfruit, Mango", 19
4,Khagrachhari Sadar,Chengi,"Alu Tilar Shuranga, Debota Pukur","Paddy, Turmeri, Zinger",-
5,Laxshmichhari,-,-,-,61
6,Mahalchhari,Chengi,-,"Turmeric, Banana",30
7,Manikchhari,-,Int. Think Center,"Paddy, Butta, Arum",46
8,Matiranga,Feni,"Alu Tila Parjatan, Rechang Jarna","Paddy, Papya",22
9,Panchhari,Chengi,Aranay Kutir,"Pineapple, Banana, Lichi",26
10, Ramgarh, Feni,"BGB, Parjatan lake, Julanta Bridge, Zia Sarani","Zinger, Turmeric, Coffe", 51
