,0,1,2,3,4,5,6,7,8
0,Tribal population 2011 (main ethnic group),,,,,,,,
1,,,,,,,,,
2,Upazila,Household,Population Male,Population Female,Population Total,Chakma,Tripura,Marma,Other
3,Dighinala,14518,33147,32242,65389,57598,7444,93,254
4,Khagrachhari Sadar,15304,34313,34639,68952,31431,24300,12939,282
5,Laxshmichhari,4849,10653,10260,20913,14680,159,5823,251
6,Mahalchhari,7953,17879,17373,35252,20526,3869,10707,150
7,Manikchhari,3760,8857,8833,17690,1101,3574,12837,178
8,Matiranga,8779,20047,19973,40020,5484,27223,7180,133
9,Panchhari,9669,20912,20885,41797,28302,11204,1917,374
10,Ramgarh,5628,13502,13472,26974,2838,8423,15515,198
11,Total,70460,159310,157677,316987,161960,86196,67011,1820
