,0,1,2,3,4
0,"Number of ward, mahalla and household by municipality 2011",,,,
1,,,,,
2,nan - Municipality,nan - Total ward,nan - Total mahalla,nan - Total holding,(Rate in Taka) - Total household
3,Khagrachhari Sadar,9,72,10247,10247
4,Matiranga,9,53,5023,5023
5,Ramgarh,9,29,5761,5161
6,Total,27,154,11425,20431
