,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka) - Upazila,(Rate in taka) - Vehicle - Rickshaw,(Rate in taka) - Vehicle - Rickshaw van,(Rate in taka) - Vehicle - Easy bike,(Rate in taka) - Vehicle - Auto rickshaw,(Rate in taka) - Vehicle - Tempo
3,Belkuchi,8,5,5,7,5
4,Chauhali,10,7,5,5,5
5,Kamarkhanda,5,3,5,5,0
6,Kazipur,10,6,8,8,0
7,Royganj,10,6,5,5,0
8,Shahjadpur,10,8,5,5,5
9,Sirajganj Sadar,10,7,6,6,3
10,Tarash,0,3,3,0,0
11,Ullahpara,10,6,5,5,0
12,Average,9,6,5,5,5
