,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,Lalmonirhat,,,,,,
2,,,,,,,
3,Upazila,Muslim,Hindu,Buddhist,Christian,Others,Total
4,Aditmari,186547,38178,1,26,44,224796
5,Hatibandha,204244,29613,0,16,54,233927
6,Kaligonj,199007,46308,1,191,88,245595
7,Lalmonirhat Sadar,282584,49979,2,387,214,333166
8,Patgram,208130,10480,1,2,1,218615
9,Total,1080512,174558,5,622,402,1256099
