,0,1,2,3,4,5,6
0,2.06(a) Percentage distribution of population (10 years and above) by marital status 2011,,,,,,
1,Lalmonirhat,,,,,,
2,,,,,,,
3, Upazila,Total - Male,Total - Female,Unmarried () - Male,Unmarried () - Female,Married () - Male,Married () - Female
4,Aditmari,84184,85700,34.8,22.1,64.4,67.3
5,Hatibandha,86429,87940,37.0,24.2,62.3,65.8
6,Kaligonj,92321,95033,35.8,23.3,63.5,66.5
7,Lalmonirhat Sadar,126569,128369,34.6,21.5,64.7,67.8
8,Patgram,80296,79049,34.8,22.4,64.4,67.8
9,Total,469799,476091,35.4,22.6,63.9,67.1
