,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,Bandarban,,,,,
2,,,,,,
3,  Upazila, Name of land/river/sea port, Name of Important or historical/tourist place/object,Name of important /famous crop or food production,Customer care service providers name of cell phone operator,Distance between district head quarter  upazila by road (km)
4,Alikadam,-,Ali Suranga,Paddy,-,115
5,Bandarban Sadar,-,Meghla,Paddy,Teletalk,0
6,Lama,-,Merenja,Pappya,-,90
7,Naikhongchhari,-,Upaban,Jack Fruit,-,120
8,Rowangchhari,-,-,Banana,-,19
9,Ruma,-,Tagingdong,Pineapple,-,46
10,Thanchi,-,-,Mango,-,78
