,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2010-11",,,,,,
1,Bandarban,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Brinjal Area,Brinjal Production,Ladys finger Area,Ladys finger Production,Arum Area,Arum Production
4,Alikadam,72,96,44,23,119,337
5,Bandarban Sadar,221,658,70,70,242,560
6,Lama,64,164,41,19,170,343
7,Naikhongchhari,35,73,17,14,14,7
8,Rowangchhari,20,29,11,8,18,23
9,Ruma,101,121,37,30,35,91
10,Thanchi,0,0,11,12,0,0
11,Total,528,1152,231,353,602,1368
