,0,1,2,3,4,5,6,7,8
0,"Number of Non-government college, teachers and students 2011",,,,,,,,
1,Rangpur,,,,,,,,
2,,,,,,,,,
3, Thana/Upazila Name,Number of college,Number of Teachers - Male,Number of Teachers - Female,Number of Teachers - Total,Number of Students - Male,Number of Students - Female,Number of Students - Total,Students per teacher
4,Badarganj,5,176,24,200,2099,1565,3664,18
5,Gangachara,4,87,34,121,609,1013,1622,13
6,Kaunia,5,193,76,269,2337,1828,4165,15
7,Mithapukur,11,217,93,310,2457,1638,4095,13
8,Pirgachha,9,314,60,374,3763,3150,6913,18
9,Pirganj,13,266,130,396,3540,1660,5200,13
10,Rangpur Sadar,11,109,37,146,6621,11555,18176,124
11,Taraganj,2,64,11,75,897,570,1467,20
12,Total,60,1426,465,1891,22323,22979,45302,24
