,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (class I-V), teacher and student by municipality, city corporation 2011",,,,,,,,,,
1,Rangpur,,,,,,,,,,
2,,,,,,,,,,,
3,Municipality /city corporation,Primary school Govt,Primary school Non- govt,Primary school Total,Teacher Govt,Teacher Non- govt,Teacher Total,Student Govt,Student Non- Govt,Student Total,Students per teacher
4,Badarganj,5,4,9,44,16,60,1647,622,2269,33
5,Haragach,11,5,16,76,20,96,4275,1344,5619,58
6,Rangpur,36,12,48,252,48,300,10400,1800,12200,40
7,Total,52,21,73,372,84,456,16322,3766,20088,44
