,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,BrahmanBaria,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of institution,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Akhaura,2,15,10,25,530,1050,1580,63
5,Ashuganj,1,34,26,60,580,539,1119,19
6,Banchrampur,0,0,0,0,0,0,0,0
7,Bijoynogor,1,19,3,22,484,653,1137,52
8,Brahmanbaria Sadar,1,35,10,45,309,433,742,16
9,Kasba,0,0,0,0,0,0,0,0
10,Nabinagar,0,0,0,0,0,0,0,0
11,Nasirnagar,0,0,0,0,0,0,0,0
12,Sarail,0,0,0,0,0,0,0,0
13,Total,5,103,49,152,1903,2675,4578,30
