,0,1,2,3
0,Number of employee by type 2011,,,
1,BrahmanBaria,,,
2,,,,
3,Upazila,Police personnel,Ansar personnel,VDP personnel
4,Akhaura,47,292,7232
5,Ashuganj,51,356,1344
6,Banchrampur,31,548,6720
7,Bijoynogor,73,420,11264
8,Brahmanbaria Sadar,1179,516,5120
9,Kasba,40,420,9600
10,Nabinagar,40,836,11628
11,Nasirnagar,44,548,4867
12,Sarail,72,520,5440
13,Total,1577,4456,63215
