,0,1,2,3
0,"Length of railway line, water way 2011",,,
1,BrahmanBaria,,,
2,(Kilometer),,,
3,Upazila,"Total railwayl line (all broad gage, meter gage  duel gage)",Water way in monsoon (river + canal),Water way round the year (river + canal)
4,Akhaura,14.49,0,0
5,Ashuganj,7,21,14
6,Banchrampur,0,306,182
7,Bijoynogor,32,15,10
8,Brahmanbaria Sadar,32,34,40
9,Kasba,18,0,0
10,Nabinagar,0,304.54,104.54
11,Nasirnagar,0,70,70
12,Sarail,0,80,55
13,Total,103.49,830.54,475.54
