,0,1,2,3,4
0,Number of cooperative society and member 2011,,,,
1,BrahmanBaria,,,,
2,(In Bangla Schedule  Activities ),,,,
3,Upazila,Number of co- operative societies,Number of members Male,Number of members Female,Both sex
4,Akhaura,106,640,310,950
5,Ashuganj,65,5244,167,5411
6,Banchrampur,217,17953,5500,23453
7,Bijoynogor,150,4675,1558,6233
8,Brahmanbaria Sadar,315,9813,3227,13040
9,Kasba,84,4982,61,5043
10,Nabinagar,60,1000,200,1200
11,Nasirnagar,202,7662,267,7929
12,Sarail,342,13150,1247,14397
13,Total,1541,65119,12537,77656
