,0,1,2,3
0,Number of co-operative society 2011,,,
1,,,,
2,Upazila,Number,Number of employee,Number of client
3,Aditmari,120,35,14000
4,Hatibandha,66,60,5000
5,Kaligonj,252,300,6000
6,Lalmonirhat Sadar,192,40,16027
7,Patgram,45,18,5455
8,Total,675,453,46482
