,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre) - Upazila,(Area in acre) - Pond - Number,(Area in acre) - Pond - Area,(Area in acre) - Dhighee - Number,(Area in acre) - Dhighee - Area,(Area in acre) - Other area,(Area in acre) - Total area
3,Abhaynagar,5065,1012,5,9,27767,28788
4,Bagherpara,6927,5792,17,173,5619,11584
5,Chaugachha,5419,1842,0,0,2274,4116
6,Jessore Sadar,8633,5294,15,105,2616,8015
7,Jhikargachha,6963,7269,18,54,1954,9277
8,Keshabpur,6177,11110,2,39,1639,1750
9,Manirampur,10643,3799,0,0,12713,16512
10,Sharsha,4115,1481,1,1,471,1953
11,Total,53942,37599,58,381,55053,81995
