,0,1,2,3,4,5,6,7,8
0,"Number of Non-government secondary school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Abhaynagar,52,414,185,599,8542,8910,17452,29
4,Bagherpara,38,331,106,437,5631,6623,12146,27
5,Chaugachha,47,540,95,635,7649,8284,15933,25
6,Jessore Sadar,102,934,364,1298,16037,18863,34900,27
7,Jhikargachha,48,503,127,630,9319,10705,20024,32
8,Keshabpur,73,628,168,796,9306,8994,18290,23
9,Manirampur,116,749,464,1213,17269,19869,37138,31
10,Sharsha,33,364,112,476,8773,8932,17212,36
11,Total,509,4463,1621,6084,82526,91180,173095,28
