,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,,,,,,,,
2,Upazila/city corporation,Agricultural personnel,Live-stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
3,Agailjhara,19,22,15,7,22,52,5
4,Babuganj,35,7,35,5,10,57,8
5,Bakerganj,46,4,0,2,14,114,200
6,Banaripara,39,8,0,5,9,78,72
7,Barisal city corporation,20,16,0,17,22,60,58
8,Barisal sadar,52,10,0,5,10,94,50
9,Gaurnadi,18,4,5,5,5,10,4
10,Hizla,17,19,12,7,61,79,4
11,Mehendiganj,26,6,0,4,4,120,0
12,Muladi,24,9,2,5,33,47,14
13,Wazirpur,44,9,0,3,9,91,0
14,Total,340,114,69,65,199,802,415
