,0,1,2,3,4,5,6,7,8
0,"Number of selected industry by upazila, city corporation 2011",,,,,,,,
1,,,,,,,,,
2,Upazila/city corporation,Textile mill,Rice mill,Match factory,Steel and engineering,Aluminium,Jute mill,Sugar mill,Others
3,Agailjhara,0,31,0,0,0,0,0,0
4,Babuganj,0,34,0,0,0,0,0,0
5,Bakerganj,0,73,0,0,0,0,0,0
6,Banaripara,0,136,0,0,0,0,0,44
7,Barisal city corporation,2,142,0,0,4,0,0,0
8,Barisal sadar,0,43,0,2,0,2,0,14
9,Gaurnadi,0,49,0,0,0,0,0,0
10,Hizla,0,109,0,0,0,0,0,0
11,Mehendiganj,0,54,0,0,0,0,0,0
12,Muladi,0,100,0,0,0,0,0,0
13,Wazirpur,0,101,0,0,0,0,0,0
14,Total,2,872,0,2,4,2,0,58
