,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in metric ton) -  Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
3,Alikadam,37,140,37,140
4,Bandarban Sadar,130,40,123,37
5,Lama,39,18,36,18
6,Naikhongchhari,0,0,0,0
7,Rowangchhari,150,57,150,57
8,Ruma,20,2,22,1
9,Thanchi,20,7,15,5
10,Total,396,263,383,259
