,0,1,2,3,4
0,"Number of ward, mahalla and household by municipality 2011",,,,
1,Municipality /city corporation,Name of municipality,Total ward,Total mahalla,Total household
2,Bagha,"Bagha, Arani",18,50,11103
3,Baghmara,"Bhawanigonj, Tahirpur",18,40,9015
4,Charghat,Charghat,9,20,9105
5,Durgapur,Durgapur,9,19,7109
6,Godagari,"Godagari, Kakon hat",18,44,12005
7,Mohanpur,Keasair Hat,9,17,5091
8,Paba,"Noahata, Katakhali",18,56,20998
9,Puthia,Puthia,9,11,5188
10,Tanore,"Tanore, Mundumala",18,40,12864
11,Total,,126,297,92478
