,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,"
Upazila/city corporation",Agricultural personnel,Live-stock personnel,Plant protection,Fishery personnel,Sanitary personnel,"Family
planning personnel",Trained midwife
2,Bagha,20,6,0,5,9,60,0
3,Baghmara,44,5,4,15,1,134,64
4,Charghat,150,61,0,157,21,64,60
5,Durgapur,45,5,0,11,25,50,0
6,Godagari,31,6,0,3,5,10,0
7,Mohanpur,26,55,0,5,10,60,5
8,Paba,69,11,0,5,7,98,0
9,Puthia,30,13,0,9,8,133,90
10,Rajshahi city corporation,7,4,67,22,52,151,69
11,Tanore,300,80,0,290,29,110,67
12,Total,722,246,71,522,167,870,355
