,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,"
Upazila/city corporation","
Household",Population,Population,Population,Sex ratio (M/F),Average size of household,Density per sq. km.
2,"
Upazila/city corporation","
Household",Male,Female,Total,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Bagha,46711,92010,92173,184183,100,3.94,995
4,Baghmara,94050,177157,177507,354664,100,3.77,968
5,Charghat,51783,104138,102650,206788,101,3.95,1257
6,Durgapur,48530,93551,92294,185845,101,3.83,939
7,Godagari,72186,166260,164664,330924,101,4.57,696
8,Mohanpur,43984,85236,84785,170021,101,3.87,1045
9,Paba,76622,159452,154744,314196,103,4.08,924
10,Puthia,52922,105071,102419,207490,103,3.92,1077
11,Rajshahi city corporation,93545,232974,216782,449756,107,4.81,4318
12,Tanore,47425,94041,97289,191330,97,4.03,648
13,Total,633758,1309890,1285307,2595197,102,4.03,1070
