,0,1,2,3,4,5,6,7,8
0,"Number of medical college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students Per teacher
3,Biral,0,0,0,0,0,0,0,0
4,Birampur,0,0,0,0,0,0,0,0
5,Birganj,0,0,0,0,0,0,0,0
6,Bochaganj,0,0,0,0,0,0,0,0
7,Chirirbandar,0,0,0,0,0,0,0,0
8,Dinajpur Sadar,1,81,19,100,370,336,706,7
9,Fulbari,0,0,0,0,0,0,0,0
10,Ghoraghat,0,0,0,0,0,0,0,0
11,Hakimpur,0,0,0,0,0,0,0,0
12,Kaharole,0,0,0,0,0,0,0,0
13,Khansama,0,0,0,0,0,0,0,0
14,Nawabganj,0,0,0,0,0,0,0,0
15,Parbatipur,0,0,0,0,0,0,0,0
16,Total,1,81,19,100,370,336,706,7
