,0,1,2,3,4
0,Area and production of turmeric and ginger 2010-11,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila,Turmeric Area,Turmeric Production,Ginger Area,Ginger Production
3,Biral,52,212,7,20
4,Birampur,48,213,25,135
5,Birganj,61,74,64,448
6,Bochaganj,139,139,14,35
7,Chirirbandar,54,83,31,89
8,Dinajpur Sadar,33,37,30,42
9,Fulbari,35,15,5,7
10,Ghoraghat,32,136,12,65
11,Hakimpur,11,69,3,22
12,Kaharole,29,34,9,18
13,Khansama,90,324,106,387
14,Nawabganj,217,922,24,130
15,Parbatipur,50,98,7,25
16,Total,851,2356,337,1422
