,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,,,,,,,,,
2,(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton)
3, Upazila,Food godown,Food godown,Fertilizer godown,Fertilizer godown,Jute godown,Jute godown,Other godown,Other godown
4, Upazila,Number,Capacity,Number,Capacity,Number,Capacity,Number,Capacity
5,Chhagalnaiya,5,2500,0,0,0,0,2,1000
6,Daganbhuiyan,3,2000,0,0,0,0,0,0
7,Feni Sadar,3,1800,0,0,0,0,28,1200
8,Fulgazi,3,1900,0,0,0,0,0,0
9,Parshuram,1,1500,0,0,0,0,0,0
10,Sonagazi,3,1750,0,0,0,0,0,0
11,Total,18,11450,0,0,0,0,30,2200
