,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,"
Upazila",Total farm holding,Total farm holding,Spraying farm holding,Spraying farm holding,Reporting area sprayed
2,"
Upazila",Number,Cropped area,Number,Cropped area,Reporting area sprayed
3,Chhagalnaiya,18246,22398,10400,16400,4150
4,Daganbhuiyan,26453,25650,12450,26650,303
5,Feni Sadar,43154,31088,29090,26020,9980
6,Fulgazi,12679,17389,12045,16520,15694
7,Parshuram,11446,16564,10870,15735,22418
8,Sonagazi,25012,42143,2940,18430,8675
9,Total,136990,155232,77795,119755,61220
