,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,,,,,,,
2,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
3, Upazila,Labour,Labour,Labour,Labour,Labour,Labour
4, Upazila,Mason,Helper (Jogaly),Carpenter,Colour,Electric,Plumber
5,Chhagalnaiya,450,350,400,450,500,450
6,Daganbhuiyan,450,250,450,400,350,400
7,Feni Sadar,400,250,350,450,400,500
8,Fulgazi,400,250,450,500,550,550
9,Parshuram,400,200,350,350,400,400
10,Sonagazi,450,225,450,500,450,550
11,Average,425,254,408,442,442,475
