,0,1,2,3,4,5,6,7,8
0,"Number of school & college (operating jointly), teacher and student 2011",,,,,,,,
1,"
Upazila",Number of  Institute,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Number of  Institute,Male,Female,Total,Male,Female,Total,Students per teacher
3,Chhagalnaiya,2,18,4,22,292,307,599,27
4,Daganbhuiyan,1,17,3,20,531,649,1180,59
5,Feni Sadar,0,0,0,0,0,0,0,0
6,Fulgazi,2,44,10,54,508,687,1195,22
7,Parshuram,1,14,3,17,249,317,566,33
8,Sonagazi,0,0,0,0,0,0,0,0
9,Total,6,93,20,113,1580,1960,3540,31
