,0,1,2,3,4
0,Number of cooperative society and member 2011,,,,
1,Faridpur,,,,
2,,,,,
3,Upazila,Number of co- operative society,Number of member - Male,Number of member - Female,Both sex
4,Alfadanga,135,2961,1804,4765
5,Bhanga,449,8528,1281,9809
6,Boalmari,129,18882,350,19232
7,Charbhadrashon,28,3974,175,4149
8,Faridpur Sadar,355,60000,11500,71500
9,Madhukhali,119,10274,3322,13596
10,Nagarkanda,148,1614,135,1749
11,Sadarpur,123,2103,1063,3166
12,Saltha,140,1600,459,2059
13,Total,1626,109936,20089,130025
