,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads - 1-3 head,Number of holding based on cattle heads - 4-6 head,Number of holding based on cattle heads - 7 -9 head,Number of holding based on cattle heads - 10-15 head,Number of holding based on cattle heads - 15 head & above
3,Jhalokati Sadar,9383,7125,1500,308,150,0
4,Kanthalia,9747,5034,3418,1295,0,0
5,Nalchity,17933,14048,3580,235,70,0
6,Rajpur,9426,8830,471,12,5,0
7,Total,46489,35037,8969,1850,225,0
