,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Narsingdi,,,,,,,
2,,,,,,,,
3,Upazila,TFPO,MO,FPI,TFPA,FWV,FWA,Midwife or SBA
4,Belabo,1,1,5,3,4,36,9
5,Manohardi,1,1,7,3,13,59,0
6,Narsingdi Sadar,1,3,6,3,17,62,13
7,Palash,1,1,5,3,6,36,6
8,Roypura,1,1,14,1,21,96,0
9,Shibpur,1,1,6,3,9,44,15
10,Total,6,8,43,16,70,333,43
