,0,1,2,3,4,5,6,7,8
0,"Number of Non-government secondary school, teacher and student 2011",,,,,,,,
1,Narsingdi,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of  school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Belabo,30,361,91,482,7182,7972,15636,32
5,Manohardi,47,420,139,559,10021,8199,18220,33
6,Narsingdi Sadar,37,404,208,612,10694,14734,25428,42
7,Palash,26,291,140,431,6286,8232,14518,34
8,Roypura,43,403,91,494,13842,11695,30537,62
9,Shibpur,31,300,99,399,7598,8298,15896,40
10,Total,214,2179,768,2977,55623,59130,1202235,34
