,0,1,2,3
0,"Number of vocational institutes by municipality, city corporation 2011",,,
1,Meherpur,,,
2,,,,
3,Municipality,Number of Institution,Number of teacher,Number of student
4,Gangni,2,25,467
5,Mujibnagar,0,0,0
6,Meherpur Sadar,3,11,282
7,Total,5,36,749
