,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,Meherpur,,,,,,,,,,,
2,,,,,,,,,,,,
3,Upazila,Number of Branches of all nationalized bank,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt Female,Number of borrower Industry debt Male,Number of borrower Industry debt Female,Number of borrower Others debt Male,Number of borrower Others debt Female,Number of borrower Number of borrower Male,Number of borrower Number of borrower Female,Number of borrower Total debt (Crore) Male,Number of borrower Total debt (Crore) Female
4,Gangni,8,9459,3100,0,0,3801,422,13260,3522,47.32,19.2
5,Mujibnagar,5,2612,127,2,0,460,13,3074,140,13.38,0.11
6,Meherpur Sadar,8,215,19,91,38,793,212,1099,78,112,8
7,Total,21,12286,3246,93,38,5054,647,17433,3740,172.7,27.31
