,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Atrai,18,420,16,373
4,Badalgachhi,10,37,11,44
5,Dhamoirhat,0,0,0,0
6,Manda,102,1834,83,1163
7,Mahadebpur,84,565,118,868
8,Naogaon sadar,11,17,11,16
9,Niamatpur,30,70,35,85
10,Patnitala,160,1026,160,1026
11,Porsha,45,376,30,249
12,Raninagar,7,10,5,8
13,Sapahar,1400,17080,1100,13200
14,Total,1867,21435,1569,17032
