,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,,,,,,,
2, Upazila,Hen and cock - Holding reporting,Hen and cock - Total number,Duck - Holding reporting,Duck - Total number,Others - Holding reporting,Others - Total number
3,Atrai,29461,244140,20222,137705,0,0
4,Badalgachhi,33694,275785,20024,104983,1477,16146
5,Dhamoirhat,32101,316075,22589,185566,1775,35500
6,Manda,61423,515579,42944,266056,4692,49534
7,Mahadebpur,38416,312308,27574,169438,630,20261
8,Naogaon sadar,44450,309054,26830,142610,10500,29956
9,Niamatpur,38732,384131,28466,216445,25,12000
10,Patnitala,36492,325361,25342,187834,1698,23171
11,Porsha,18634,187095,12139,84032,0,0
12,Raninagar,27265,245437,21217,165939,520,10400
13,Sapahar,24115,263745,14621,115252,1845,22219
14,Total,384783,3378710,261968,1775860,23162,219187
