,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry - Weaving/ handloom,Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry - Pottery,Small scale and cottage industry - Others
3,Atrai,15,30,90,4,0,0,30,50,0
4,Badalgachhi,7,261,167,3,0,0,0,120,0
5,Dhamoirhat,0,0,140,0,0,0,0,14,0
6,Manda,0,63,45,2,0,0,0,242,0
7,Mahadebpur,7,319,177,92,0,0,0,87,113
8,Naogaon sadar,63,2300,520,0,0,0,0,21,45
9,Niamatpur,0,0,1750,0,0,0,0,125,0
10,Patnitala,0,295,1475,65,0,0,0,110,25
11,Porsha,0,0,581,0,0,0,0,20,30
12,Raninagar,318,450,22,0,0,0,0,82,850
13,Sapahar,0,150,2700,0,0,0,0,16,20
14,Total,410,3868,7667,166,0,0,30,887,1083
