,0,1,2,3,4,5,6
0,Area and production of potato by type 2009-10,,,,,,
1,Panchagor,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Potato Area,Potato Production,Sweet potato Area,Sweet potato Production,Total potato Area,Total potato Production
4,Atwari,2161,12906,115,69,2274,12974
5,Boda,2260,14238,225,630,2485,14868
6,Debiganj,10810,69072,90,346,10900,69418
7,Panchagarh Sadar,1782,4185,157,319,1939,4504
8,Tentulia,1250,6965,0,0,1250,6965
9,Total,18263,107366,587,1364,18848,108729
