,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,Panchagor,,,,,,,
2,,,,,,,,
3,Upazila,Current fallow,Temporary cropped area Single,Temporary cropped area Double,Temporary cropped area Triple,Temporary cropped area Net,Temporary cropped area Gross,Productivity of crop
4,Atwari,172,4092,26527,10126,40651,87424,215
5,Boda,250,8540,49984,8100,57293,66874,117
6,Debiganj,50,22325,26860,7770,52393,99361,190
7,Panchagarh Sadar,80,25455,35952,3858,58636,65345,111
8,Tentulia,340,1467,16596,2170,28373,54370,192
9,Total,892,61879,155919,32024,237352,373374,157
