,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
3,Bhaluka,119,301,506,1272,140,299
4,Dhobaura,84,137,320,1303,100,137
5,Fulbaria,9,24,16,59,32,77
6,Gaffargaon,139,601,308,1058,180,293
7,Gauripur,52,164,65,178,40,0
8,Haluaghat,47,161,207,856,43,17
9,Ishwargonj,136,305,106,277,187,344
10,Muktagacha,250,7110,390,10865,140,1040
11,Mymensingh Sadar,129,465,123,437,82,133
12,Nandail,75,211,55,140,132,62
13,Phulpur,125,687,149,840,132,264
14,Trishal,171,344,366,1258,175,281
15,Total,1336,10509,2611,18543,1383,2947
