,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,,,,,,,
2, Upazila,Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
3,Bhaluka,49,530,325,1,0,3
4,Dhubaura,0,0,0,0,0,0
5,Fulbaria,31,311,311,5,2,10
6,Gaffargaon,43,3638,364,1,1,0
7,Gauripur,39,155,139,5,2,5
8,Haluaghat,0,0,0,0,0,0
9,Ishwargonj,40,256,256,1,1,2
10,Muktagacha,15,41,41,0,0,0
11,Mymensingh Sadar,986,514,514,0,0,0
12,Nandail,40,490,248,0,0,0
13,Phulpur,45,7,3,10,3,7
14,Trishal,51,19005,225,1,1,0
15,Total,1339,24947,2426,24,10,27
