,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Bhaluka,220,250,200,250,0
4,Dhobaura,250,250,200,250,150
5,Fulbaria,400,300,220,300,200
6,Gaffargaon,400,0,0,500,150
7,Gauripur,350,250,0,250,180
8,Phulpur,300,250,200,200,150
9,Haluaghat,300,0,0,270,150
10,Ishwargonj,400,300,250,300,150
11,Muktagacha,250,300,200,300,200
12,Nandail,300,250,200,250,100
13,Mymensingh Sadar,300,0,0,300,150
14,Trishal,600,300,250,300,200
15,Average,339,272,215,289,162
