,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Baghaichhari,438,13127,118,115,62,2078
4,Barkal,276,2,24,1,105,4
5,Belai Chhari,25,181,2,23,4,2
6,Jurai Chhari,209,403,24,44,7,28
7,Kaptai,36,81,25,82,32,34
8,Kawkhali,156,230,24,73,6,10
9,Langadu,6,311,5,38,8,16
10,Naniarchar,255,167,48,35,51,40
11,Rangamati Sadar,210,3502,66,887,32,105
12,Rajasthali,73,109,14,33,3,5
13,Total,1684,18113,350,1331,310,2323
