,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of  branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of  branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Baghaichhari,1,319,13,39,14,0,0,0,0,0
4,Barkal,1,100,10,5,0,0,0,0,0,0
5,Belai Chhari,1,59,0,2,0,0,0,0,0,0
6,Jurai Chhari,1,135,6,8,2,0,0,0,0,0
7,Kaptai,2,4263,58,149,7,0,0,0,0,0
8,Kawkhali,1,217,3,14,0,0,0,0,0,0
9,Langadu,1,315,3,3,0,0,0,0,0,0
10,Naniarchar,1,906,31,31,31,0,0,0,0,0
11,Rangamati Sadar,1,4479,193,106,108,0,0,0,0,0
12,Rajasthali,1,40,2,2,0,0,0,0,0,0
13,Total,11,10833,319,359,162,0,0,0,0,0
