,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka) -  Upazila,(Rate in taka) - Vehicle - Rickshaw,(Rate in taka) - Vehicle - Rickshaw van,(Rate in taka) - Vehicle - Easy bike,(Rate in taka) - Vehicle - Auto rickshaw,(Rate in taka) - Vehicle - Tempo
3,Baghaichhari,20,50,10,10,5
4,Barkal,0,0,0,0,0
5,Belai Chhari,0,0,0,0,0
6,Jurai Chhari,0,0,0,10,0
7,Kaptai,10,20,0,12,3
8,Kawkhali,5,0,0,2,0
9,Langadu,10,100,0,0,0
10,Naniarchar,0,0,5,0,4
11,Rangamati Sadar,0,0,0,6,0
12,Rajasthali,20,0,0,10,0
13,Average,13,57,8,8,4
