,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,,,,,,,
2,(Rate in taka) -  Upazila,(Rate in taka) - Labour - Mason,(Rate in taka) - Labour - Helper (Jogaly),(Rate in taka) - Labour - Carpenter,(Rate in taka) - Labour - Colour,(Rate in taka) - Labour - Electric,(Rate in taka) - Labour - Plumber
3,Baghaichhari,350,150,300,300,300,300
4,Barkal,500,400,500,0,0,0
5,Belai Chhari,450,350,400,500,500,450
6,Jurai Chhari,500,300,500,450,500,450
7,Kaptai,450,250,400,450,500,500
8,Kawkhali,400,300,400,400,400,400
9,Langadu,500,300,450,450,600,500
10,Naniarchar,500,300,500,500,540,600
11,Rangamati Sadar,500,350,450,450,500,500
12,Rajasthali,400,300,400,400,400,450
13,Average,455,300,430,433,471,461
