,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
3,Baghaichhari,97,199,123,363,89,131
4,Barkal,62,124,73,384,40,55
5,Belai Chhari,25,49,58,109,35,29
6,Jurai Chhari,17,34,22,67,9,12
7,Kaptai,109,332,191,884,121,182
8,Kawkhali,46,53,21,104,57,170
9,Langadu,18,36,85,718,26,32
10,Naniarchar,78,40,305,891,87,44
11,Rangamati Sadar,83,191,157,722,108,165
12,Rajasthali,12,108,6,8,12,18
13,Total,547,1166,1041,4251,584,839
