,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads - 1-3 head,Number of holding based on cattle heads - 4-6 head,Number of holding based on cattle heads - 7-9 head,Number of holding based on cattle heads - 10-15 head,Number of holding based on cattle heads - 15 head & above
3,Bhedarganj,18171,13035,3793,1084,238,21
4,Damudya,18884,7718,4564,3288,2335,1579
5,Gosairhat,12395,12125,200,50,20,0
6,Naria,22400,16000,4500,800,0,0
7,Shariatpur Sadar,2673,21109,250,10,4,0
8,Zanjira,19609,15538,3550,521,15,0
9,Total,94132,85525,16857,5753,2612,1600
