,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank - Number of  branch,Pubali bank - Account - S.D,Pubali bank - Account - C.D,Pubali bank - Account - F.D,Pubali bank - Account - S.T.D,Uttara bank - Number of  branch,Uttara bank - Account - S.D,Uttara bank - Account - C.D,Uttara bank - Account - F.D,Uttara bank - Account - S.T.D
3,Bhedarganj,0,0,0,0,0,0,0,0,0,0
4,Damudya,0,0,0,0,0,0,0,0,0,0
5,Gosairhat,0,0,0,0,0,0,0,0,0,0
6,Naria,1,350,150,55,9,0,0,0,0,0
7,Shariatpur Sadar,1,0,610,46,22,1,4019,1070,97,17
8,Zanjira,0,0,0,0,0,0,0,0,0,0
9,Total,2,350,760,101,31,1,4019,1070,97,17
