,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Upazila,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwives or SBA
2,Badarganj,1,1,2,6,5,42,4
3,Gangachara,1,1,8,2,9,43,0
4,Kaunia,1,1,4,4,7,34,2
5,Mithapukur,1,1,13,3,16,86,1
6,Pirgachha,1,1,6,3,10,50,10
7,Pirganj,1,1,10,1,14,70,0
8,Rangpur sadar,1,1,8,3,18,59,1
9,Taraganj,1,1,4,2,5,24,0
10,Total,8,8,55,24,84,408,18
