,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,Rangamati,,,,
2,(According to Agriculture Census 2008),,,,
3, Upazila,Total farm holding, Owner holding, Owner cum tenant, Tenant holding
4,Baghaichhari,15335,10420,2638,4403
5,Barkal,6924,6301,639,436
6,Belai Chhari,4481,4577,308,173
7,Jurai Chhari,5284,3866,696,1130
8,Kaptai,5749,4863,4073,2339
9,Kawkhali,9218,7784,2110,1336
10,Langadu,13335,11187,2369,1682
11,Naniarchar,7453,5995,1550,732
12,Rangamati Sadar,8651,14322,2677,4697
13,Rajasthali,3795,3355,731,874
14,Total,80225,72670,17791,17802
