,0,1,2,3,4
0,"Area of high, medium and low land 2008",,,,
1,Netrokona,,,,
2,,,,,
3,Upazila,High land,Medium land,Low land,Total land
4,Atpara,6899,27294,4802,38995
5,Barhatta,3867,31487,8743,44097
6,Durgapur,13802,22083,33125,69010
7,Kalmakanda,5253,34767,20512,60532
8,Kendua,5800,15200,20100,41100
9,Khaliajuri,82,14711,42370,57163
10,Madan,8832,13247,22080,44159
11,Mohanganj,886,9347,11207,21440
12,Netrokona Sadar,11792,43694,5708,61194
13,Purbadhala,19614,23267,13379,56260
14,Total,76827,235097,182026,493950
