,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,Netrokona,,,,,,,
2,,,,,,,,
3,Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
4,Atpara,42,14,2,10,26,60,33
5,Barhatta,30,20,1,4,1,30,15
6,Durgapur,21,8,1,6,8,48,37
7,Kalmakanda,41,8,1,7,15,40,0
8,Kendua,43,8,1,4,9,110,0
9,Khaliajuri,17,9,1,5,0,7,8
10,Madan,28,28,1,2,13,59,105
11,Mohanganj,37,5,1,4,45,54,0
12,Netrokona Sadar,59,39,2,8,4,101,12
13,Purbadhala,48,17,1,13,9,76,15
14,Total,366,156,12,63,130,610,322
