,0,1,2,3,4,5,6
0,Broad soil classification 2008,,,,,,
1,,,,,,,
2, Upazila, Total,Soil classification,Soil classification,Soil classification,Soil classification,Soil classification
3, Upazila, Total,Doash,Bele,Etel,Kankar,Others
4,Atrai,58795,40000,795,18000,0,0
5,Badalgachhi,50405,32775,8010,9102,518,0
6,Dhamoirhat,69828,17457,10474,41897,0,0
7,Manda,102258,44505,10912,16370,0,0
8,Mahadebpur,86835,39094,4887,53753,0,0
9,Naogaon sadar,66456,21392,7173,11477,0,26414
10,Niamatpur,110804,66482,0,44322,0,0
11,Patnitala,88394,54197,12098,11049,4325,6725
12,Porsha,67197,0,0,67197,0,0
13,Raninagar,61280,12155,8648,40477,0,0
14,Sapahar,51000,7650,1500,40850,0,1000
15,Total,813252,335707,64497,354494,4843,34139
