,0,1,2,3,4,5,6
0,Area and production of rice crops 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Aus - Area,Aus - Production,Aman - Area,Aman - Production,Boro - Area,Boro - Production
3,Bhandaria,13426,10544,19916,18815,150,190
4,Kawkhali,9600,12388,12545,14075,120,221
5,Mathbaria,15368,17135,53960,72433,4260,10566
6,Nazirpur,7210,6299,19421,20700,29762,52203
7,Nesarabad,12102,5224,20550,14523,8694,13648
8,Pirojpur Sadar,14050,1504,25012,19088,7025,1121
9,Zianagar,7434,6096,16150,14395,32,66
10,Total,79190,59190,167554,174029,50043,78015
