,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,"(Price unit per kg, taka)",,,,,,,
2,Upazila,"Fine rice
(minicate)","Medium
rice","Coarse rice
(normal)",Wheat,"Coarse flour
(Aata)",Potato,"Soyabean
oil"
3,Abhaynagar,40,32,24,23,33,11,130
4,Bagherpara,35,30,24,22,29,11,130
5,Chaugachha,0,35,28,21,28,13,120
6,Jessore Sadar,38,33,30,22,29,12,138
7,Jhikargachha,42,32,25,22,29,12,135
8,Keshabpur,35,30,25,24,28,10,128
9,Manirampur,35,32,26,20,26,10,125
10,Sharsha,32,26,24,20,29,10,130
11,Average,37,31,26,22,29,11,130
