,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,,,,,,,,
2, Upazila,Number of mill,Number of loom (installed),Number of loom - Operative,Number of loom - Non- operational,Number of worker - Permanent,Number of worker - Temporary,Number of worker - Total
3,Dhaka Metropolitan,2,1365,1215,150,4922,3613,8535
4,Dhamrai,2,183,129,54,346,177,523
5,Dohar,0,0,0,0,0,0,0
6,Keraniganj,2,129,118,11,747,1048,1795
7,Nawabganj,0,0,0,0,0,0,0
8,Savar,0,0,0,0,0,0,0
9,Total,6,1677,1462,215,6015,4838,10853
