,0,1,2,3
0,Daily average wage rate of agricultural labour 2011,,,
1,,,,
2,(Rate in taka) -  Upazila,(Rate in taka) - Labour - Male,(Rate in taka) - Labour - Female,(Rate in taka) - Labour - Child (under 15 years old)
3,Dhaka Metropolitan,350,300,150
4,Dhamrai,270,200,100
5,Dohar,250,200,125
6,Keraniganj,300,200,150
7,Nawabganj,250,150,120
8,Savar,270,200,150
9,Average,282,208,133
